Calculation1,Max Highlight Label,Compared to 2010,Min,Max,Country of Origin,County/District,Guests,Mo,Month,Nights,Number of Records,State,Year
419,,-100%,419,419,Kanada,Friedrichshain-Kreuzberg,419,10,Oct,1203,1,Berlin,2010
118,,-100%,118,118,Korean. Republik,Friedrichshain-Kreuzberg,118,10,Oct,268,1,Berlin,2010
34,,-100%,34,34,Lettland,Friedrichshain-Kreuzberg,34,10,Oct,87,1,Berlin,2010
76,,-100%,76,76,Litauen,Friedrichshain-Kreuzberg,76,10,Oct,204,1,Berlin,2010
111,,-100%,111,111,Luxemburg,Friedrichshain-Kreuzberg,111,10,Oct,379,1,Berlin,2010
10,,-100%,10,10,Malta,Friedrichshain-Kreuzberg,10,10,Oct,43,1,Berlin,2010
184,,-100%,184,184,Mittelamerika und Karibik,Friedrichshain-Kreuzberg,184,10,Oct,492,1,Berlin,2010
116,,-100%,116,116,Neuseeland und Ozeanien,Friedrichshain-Kreuzberg,116,10,Oct,318,1,Berlin,2010
3731,,-100%,3731,3731,Niederlande,Friedrichshain-Kreuzberg,3731,10,Oct,10511,1,Berlin,2010
702,,-100%,702,702,Norwegen,Friedrichshain-Kreuzberg,702,10,Oct,2148,1,Berlin,2010
592,,-100%,592,592,Ohne Angaben des Wohnsitzes,Friedrichshain-Kreuzberg,592,10,Oct,1371,1,Berlin,2010
1176,,-100%,1176,1176,Österreich,Friedrichshain-Kreuzberg,1176,10,Oct,3045,1,Berlin,2010
777,,-100%,777,777,Polen,Friedrichshain-Kreuzberg,777,10,Oct,1478,1,Berlin,2010
258,,-100%,258,258,Portugal,Friedrichshain-Kreuzberg,258,10,Oct,680,1,Berlin,2010
88,,-100%,88,88,Rumänien,Friedrichshain-Kreuzberg,88,10,Oct,168,1,Berlin,2010
604,,-100%,604,604,Russische Föderation,Friedrichshain-Kreuzberg,604,10,Oct,1262,1,Berlin,2010
1390,,-100%,1390,1390,Schweden,Friedrichshain-Kreuzberg,1390,10,Oct,3916,1,Berlin,2010
1892,,-100%,1892,1892,Schweiz,Friedrichshain-Kreuzberg,1892,10,Oct,5320,1,Berlin,2010
71,,-100%,71,71,Slowakische Republik,Friedrichshain-Kreuzberg,71,10,Oct,180,1,Berlin,2010
92,,-100%,92,92,Slowenien,Friedrichshain-Kreuzberg,92,10,Oct,291,1,Berlin,2010
95,,-100%,95,95,Sonstige afrikanische Länder,Friedrichshain-Kreuzberg,95,10,Oct,247,1,Berlin,2010
229,,-100%,229,229,Sonstige asiatische Länder,Friedrichshain-Kreuzberg,229,10,Oct,528,1,Berlin,2010
243,,-100%,243,243,Sonstige europäische Länder,Friedrichshain-Kreuzberg,243,10,Oct,682,1,Berlin,2010
364,,-100%,364,364,Sonstige südamerikanische Länder,Friedrichshain-Kreuzberg,364,10,Oct,967,1,Berlin,2010
3040,,-100%,3040,3040,Spanien,Friedrichshain-Kreuzberg,3040,10,Oct,8474,1,Berlin,2010
77,,-100%,77,77,Südafrika,Friedrichshain-Kreuzberg,77,10,Oct,176,1,Berlin,2010
58,,-100%,58,58,Taiwan,Friedrichshain-Kreuzberg,58,10,Oct,150,1,Berlin,2010
361,,-100%,361,361,Tschechische Republik,Friedrichshain-Kreuzberg,361,10,Oct,764,1,Berlin,2010
276,,-100%,276,276,Türkei,Friedrichshain-Kreuzberg,276,10,Oct,498,1,Berlin,2010
57,,-100%,57,57,Ukraine,Friedrichshain-Kreuzberg,57,10,Oct,135,1,Berlin,2010
110,,-100%,110,110,Ungarn,Friedrichshain-Kreuzberg,110,10,Oct,288,1,Berlin,2010
1819,,-100%,1819,1819,Vereinigte Staaten,Friedrichshain-Kreuzberg,1819,10,Oct,5039,1,Berlin,2010
4369,,-100%,4369,4369,Vereinigtes Königreich,Friedrichshain-Kreuzberg,4369,10,Oct,12014,1,Berlin,2010
18,,-100%,18,18,Zypern,Friedrichshain-Kreuzberg,18,10,Oct,38,1,Berlin,2010
20,,-100%,20,20,Arabische Golfstaaten,Lichtenberg,20,10,Oct,45,1,Berlin,2010
11484,,-100%,11484,11484,Ausland,Lichtenberg,11484,10,Oct,29552,1,Berlin,2010
63,,-100%,63,63,Australien,Lichtenberg,63,10,Oct,202,1,Berlin,2010
153,,-100%,153,153,Belgien,Lichtenberg,153,10,Oct,421,1,Berlin,2010
26,,-100%,26,26,Brasilien,Lichtenberg,26,10,Oct,84,1,Berlin,2010
9,,-100%,9,9,Bulgarien,Lichtenberg,9,10,Oct,22,1,Berlin,2010
321,,-100%,321,321,China und Hongkong,Lichtenberg,321,10,Oct,577,1,Berlin,2010
607,,-100%,607,607,Dänemark,Lichtenberg,607,10,Oct,1846,1,Berlin,2010
25215,,-100%,25215,25215,Deutschland,Lichtenberg,25215,10,Oct,58554,1,Berlin,2010
25215,,-100%,25215,25215,Deutschland,Lichtenberg,25215,10,Oct,58554,1,Berlin,2010
2,,-100%,2,2,Estland,Lichtenberg,2,10,Oct,2,1,Berlin,2010
65,,-100%,65,65,Finnland,Lichtenberg,65,10,Oct,380,1,Berlin,2010
241,,-100%,241,241,Frankreich,Lichtenberg,241,10,Oct,658,1,Berlin,2010
42,,-100%,42,42,Griechenland,Lichtenberg,42,10,Oct,168,1,Berlin,2010
7,,-100%,7,7,Indien,Lichtenberg,7,10,Oct,22,1,Berlin,2010
29,,-100%,29,29,Irland,Lichtenberg,29,10,Oct,87,1,Berlin,2010
7,,-100%,7,7,Island,Lichtenberg,7,10,Oct,15,1,Berlin,2010
110,,-100%,110,110,Israel,Lichtenberg,110,10,Oct,583,1,Berlin,2010
838,,-100%,838,838,Italien,Lichtenberg,838,10,Oct,2406,1,Berlin,2010
505,,-100%,505,505,Japan,Lichtenberg,505,10,Oct,730,1,Berlin,2010
12,,-100%,12,12,Kanada,Lichtenberg,12,10,Oct,34,1,Berlin,2010
64,,-100%,64,64,Korean. Republik,Lichtenberg,64,10,Oct,89,1,Berlin,2010
49,,-100%,49,49,Lettland,Lichtenberg,49,10,Oct,94,1,Berlin,2010
9,,-100%,9,9,Litauen,Lichtenberg,9,10,Oct,27,1,Berlin,2010
12,,-100%,12,12,Luxemburg,Lichtenberg,12,10,Oct,30,1,Berlin,2010
10,,-100%,10,10,Mittelamerika und Karibik,Lichtenberg,10,10,Oct,23,1,Berlin,2010
7,,-100%,7,7,Neuseeland und Ozeanien,Lichtenberg,7,10,Oct,10,1,Berlin,2010
1964,,-100%,1964,1964,Niederlande,Lichtenberg,1964,10,Oct,5497,1,Berlin,2010
2243,,-100%,2243,2243,Norwegen,Lichtenberg,2243,10,Oct,3199,1,Berlin,2010
46,,-100%,46,46,Ohne Angaben des Wohnsitzes,Lichtenberg,46,10,Oct,127,1,Berlin,2010
705,,-100%,705,705,Österreich,Lichtenberg,705,10,Oct,2097,1,Berlin,2010
550,,-100%,550,550,Polen,Lichtenberg,550,10,Oct,1658,1,Berlin,2010
13,,-100%,13,13,Portugal,Lichtenberg,13,10,Oct,281,1,Berlin,2010
12,,-100%,12,12,Rumänien,Lichtenberg,12,10,Oct,38,1,Berlin,2010
198,,-100%,198,198,Russische Föderation,Lichtenberg,198,10,Oct,558,1,Berlin,2010
117,,-100%,117,117,Schweden,Lichtenberg,117,10,Oct,280,1,Berlin,2010
251,,-100%,251,251,Schweiz,Lichtenberg,251,10,Oct,795,1,Berlin,2010
63,,-100%,63,63,Slowakische Republik,Lichtenberg,63,10,Oct,223,1,Berlin,2010
19,,-100%,19,19,Slowenien,Lichtenberg,19,10,Oct,38,1,Berlin,2010
9,,-100%,9,9,Sonstige afrikanische Länder,Lichtenberg,9,10,Oct,21,1,Berlin,2010
137,,-100%,137,137,Sonstige asiatische Länder,Lichtenberg,137,10,Oct,466,1,Berlin,2010
85,,-100%,85,85,Sonstige europäische Länder,Lichtenberg,85,10,Oct,553,1,Berlin,2010
44,,-100%,44,44,Sonstige südamerikanische Länder,Lichtenberg,44,10,Oct,118,1,Berlin,2010
315,,-100%,315,315,Spanien,Lichtenberg,315,10,Oct,852,1,Berlin,2010
4,,-100%,4,4,Südafrika,Lichtenberg,4,10,Oct,10,1,Berlin,2010
91,,-100%,91,91,Taiwan,Lichtenberg,91,10,Oct,392,1,Berlin,2010
104,,-100%,104,104,Tschechische Republik,Lichtenberg,104,10,Oct,373,1,Berlin,2010
17,,-100%,17,17,Türkei,Lichtenberg,17,10,Oct,51,1,Berlin,2010
28,,-100%,28,28,Ukraine,Lichtenberg,28,10,Oct,53,1,Berlin,2010
38,,-100%,38,38,Ungarn,Lichtenberg,38,10,Oct,174,1,Berlin,2010
308,,-100%,308,308,Vereinigte Staaten,Lichtenberg,308,10,Oct,820,1,Berlin,2010
915,,-100%,915,915,Vereinigtes Königreich,Lichtenberg,915,10,Oct,2323,1,Berlin,2010
1167,,-100%,1167,1167,Ausland,Marzahn-Hellersdorf,1167,10,Oct,3549,1,Berlin,2010
2,,-100%,2,2,Australien,Marzahn-Hellersdorf,2,10,Oct,4,1,Berlin,2010
41,,-100%,41,41,Belgien,Marzahn-Hellersdorf,41,10,Oct,135,1,Berlin,2010
5,,-100%,5,5,Brasilien,Marzahn-Hellersdorf,5,10,Oct,11,1,Berlin,2010
9,,-100%,9,9,Bulgarien,Marzahn-Hellersdorf,9,10,Oct,41,1,Berlin,2010
16,,-100%,16,16,China und Hongkong,Marzahn-Hellersdorf,16,10,Oct,35,1,Berlin,2010
3,,-100%,3,3,Dänemark,Marzahn-Hellersdorf,3,10,Oct,3,1,Berlin,2010
5465,,-100%,5465,5465,Deutschland,Marzahn-Hellersdorf,5465,10,Oct,12748,1,Berlin,2010
5465,,-100%,5465,5465,Deutschland,Marzahn-Hellersdorf,5465,10,Oct,12748,1,Berlin,2010
3,,-100%,3,3,Estland,Marzahn-Hellersdorf,3,10,Oct,9,1,Berlin,2010
2,,-100%,2,2,Finnland,Marzahn-Hellersdorf,2,10,Oct,2,1,Berlin,2010
70,,-100%,70,70,Frankreich,Marzahn-Hellersdorf,70,10,Oct,326,1,Berlin,2010
2,,-100%,2,2,Griechenland,Marzahn-Hellersdorf,2,10,Oct,10,1,Berlin,2010
1,,-100%,1,1,Indien,Marzahn-Hellersdorf,1,10,Oct,4,1,Berlin,2010
15,,-100%,15,15,Israel,Marzahn-Hellersdorf,15,10,Oct,86,1,Berlin,2010
33,,-100%,33,33,Italien,Marzahn-Hellersdorf,33,10,Oct,158,1,Berlin,2010
4,,-100%,4,4,Kanada,Marzahn-Hellersdorf,4,10,Oct,10,1,Berlin,2010
2,,-100%,2,2,Korean. Republik,Marzahn-Hellersdorf,2,10,Oct,4,1,Berlin,2010
15,,-100%,15,15,Lettland,Marzahn-Hellersdorf,15,10,Oct,50,1,Berlin,2010
51,,-100%,51,51,Litauen,Marzahn-Hellersdorf,51,10,Oct,92,1,Berlin,2010
2,,-100%,2,2,Luxemburg,Marzahn-Hellersdorf,2,10,Oct,3,1,Berlin,2010
64,,-100%,64,64,Neuseeland und Ozeanien,Marzahn-Hellersdorf,64,10,Oct,118,1,Berlin,2010
64,,-100%,64,64,Niederlande,Marzahn-Hellersdorf,64,10,Oct,177,1,Berlin,2010
4,,-100%,4,4,Norwegen,Marzahn-Hellersdorf,4,10,Oct,6,1,Berlin,2010
5,,-100%,5,5,Ohne Angaben des Wohnsitzes,Marzahn-Hellersdorf,5,10,Oct,9,1,Berlin,2010
30,,-100%,30,30,Österreich,Marzahn-Hellersdorf,30,10,Oct,62,1,Berlin,2010
416,,-100%,416,416,Polen,Marzahn-Hellersdorf,416,10,Oct,972,1,Berlin,2010
22,,-100%,22,22,Rumänien,Marzahn-Hellersdorf,22,10,Oct,36,1,Berlin,2010
129,,-100%,129,129,Russische Föderation,Marzahn-Hellersdorf,129,10,Oct,583,1,Berlin,2010
14,,-100%,14,14,Schweden,Marzahn-Hellersdorf,14,10,Oct,18,1,Berlin,2010
12,,-100%,12,12,Schweiz,Marzahn-Hellersdorf,12,10,Oct,46,1,Berlin,2010
12,,-100%,12,12,Slowakische Republik,Marzahn-Hellersdorf,12,10,Oct,24,1,Berlin,2010
2,,-100%,2,2,Slowenien,Marzahn-Hellersdorf,2,10,Oct,2,1,Berlin,2010
1,,-100%,1,1,Sonstige afrikanische Länder,Marzahn-Hellersdorf,1,10,Oct,1,1,Berlin,2010
5,,-100%,5,5,Sonstige asiatische Länder,Marzahn-Hellersdorf,5,10,Oct,179,1,Berlin,2010
12,,-100%,12,12,Sonstige europäische Länder,Marzahn-Hellersdorf,12,10,Oct,79,1,Berlin,2010
2,,-100%,2,2,Sonstige südamerikanische Länder,Marzahn-Hellersdorf,2,10,Oct,3,1,Berlin,2010
4,,-100%,4,4,Spanien,Marzahn-Hellersdorf,4,10,Oct,9,1,Berlin,2010
1,,-100%,1,1,Südafrika,Marzahn-Hellersdorf,1,10,Oct,4,1,Berlin,2010
2,,-100%,2,2,Taiwan,Marzahn-Hellersdorf,2,10,Oct,4,1,Berlin,2010
41,,-100%,41,41,Tschechische Republik,Marzahn-Hellersdorf,41,10,Oct,66,1,Berlin,2010
4,,-100%,4,4,Türkei,Marzahn-Hellersdorf,4,10,Oct,6,1,Berlin,2010
19,,-100%,19,19,Ukraine,Marzahn-Hellersdorf,19,10,Oct,87,1,Berlin,2010
4,,-100%,4,4,Ungarn,Marzahn-Hellersdorf,4,10,Oct,16,1,Berlin,2010
4,,-100%,4,4,Vereinigte Staaten,Marzahn-Hellersdorf,4,10,Oct,15,1,Berlin,2010
18,,-100%,18,18,Vereinigtes Königreich,Marzahn-Hellersdorf,18,10,Oct,44,1,Berlin,2010
482,,-100%,482,482,Arabische Golfstaaten,Mitte,482,10,Oct,1523,1,Berlin,2010
123643,,-99%,123643,123643,Ausland,Mitte,123643,10,Oct,312043,1,Berlin,2010
2574,,-100%,2574,2574,Australien,Mitte,2574,10,Oct,7777,1,Berlin,2010
2618,,-100%,2618,2618,Belgien,Mitte,2618,10,Oct,5617,1,Berlin,2010
2092,,-100%,2092,2092,Brasilien,Mitte,2092,10,Oct,6121,1,Berlin,2010
152,,-100%,152,152,Bulgarien,Mitte,152,10,Oct,342,1,Berlin,2010
1186,,-100%,1186,1186,China und Hongkong,Mitte,1186,10,Oct,2595,1,Berlin,2010
6558,,-100%,6558,6558,Dänemark,Mitte,6558,10,Oct,17026,1,Berlin,2010
194882,,-98%,194882,194882,Deutschland,Mitte,194882,10,Oct,404110,1,Berlin,2010
194882,,-98%,194882,194882,Deutschland,Mitte,194882,10,Oct,404110,1,Berlin,2010
78,,-100%,78,78,Estland,Mitte,78,10,Oct,179,1,Berlin,2010
1622,,-100%,1622,1622,Finnland,Mitte,1622,10,Oct,4279,1,Berlin,2010
7616,,-100%,7616,7616,Frankreich,Mitte,7616,10,Oct,18146,1,Berlin,2010
1169,,-100%,1169,1169,Griechenland,Mitte,1169,10,Oct,3485,1,Berlin,2010
461,,-100%,461,461,Indien,Mitte,461,10,Oct,971,1,Berlin,2010
1393,,-100%,1393,1393,Irland,Mitte,1393,10,Oct,3763,1,Berlin,2010
243,,-100%,243,243,Island,Mitte,243,10,Oct,683,1,Berlin,2010
1458,,-100%,1458,1458,Israel,Mitte,1458,10,Oct,4746,1,Berlin,2010
8959,,-100%,8959,8959,Italien,Mitte,8959,10,Oct,22624,1,Berlin,2010
1744,,-100%,1744,1744,Japan,Mitte,1744,10,Oct,3780,1,Berlin,2010
1966,,-100%,1966,1966,Kanada,Mitte,1966,10,Oct,5547,1,Berlin,2010
265,,-100%,265,265,Korean. Republik,Mitte,265,10,Oct,624,1,Berlin,2010
170,,-100%,170,170,Lettland,Mitte,170,10,Oct,365,1,Berlin,2010
209,,-100%,209,209,Litauen,Mitte,209,10,Oct,422,1,Berlin,2010
479,,-100%,479,479,Luxemburg,Mitte,479,10,Oct,1099,1,Berlin,2010
56,,-100%,56,56,Malta,Mitte,56,10,Oct,104,1,Berlin,2010
796,,-100%,796,796,Mittelamerika und Karibik,Mitte,796,10,Oct,1924,1,Berlin,2010
190,,-100%,190,190,Neuseeland und Ozeanien,Mitte,190,10,Oct,562,1,Berlin,2010
7627,,-100%,7627,7627,Niederlande,Mitte,7627,10,Oct,19957,1,Berlin,2010
3142,,-100%,3142,3142,Norwegen,Mitte,3142,10,Oct,7934,1,Berlin,2010
3646,,-100%,3646,3646,Ohne Angaben des Wohnsitzes,Mitte,3646,10,Oct,7389,1,Berlin,2010
4082,,-100%,4082,4082,Österreich,Mitte,4082,10,Oct,9814,1,Berlin,2010
1373,,-100%,1373,1373,Polen,Mitte,1373,10,Oct,2684,1,Berlin,2010
568,,-100%,568,568,Portugal,Mitte,568,10,Oct,1651,1,Berlin,2010
275,,-100%,275,275,Rumänien,Mitte,275,10,Oct,646,1,Berlin,2010
2465,,-100%,2465,2465,Russische Föderation,Mitte,2465,10,Oct,5884,1,Berlin,2010
3813,,-100%,3813,3813,Schweden,Mitte,3813,10,Oct,8853,1,Berlin,2010
7061,,-100%,7061,7061,Schweiz,Mitte,7061,10,Oct,19118,1,Berlin,2010
131,,-100%,131,131,Slowakische Republik,Mitte,131,10,Oct,332,1,Berlin,2010
148,,-100%,148,148,Slowenien,Mitte,148,10,Oct,384,1,Berlin,2010
656,,-100%,656,656,Sonstige afrikanische Länder,Mitte,656,10,Oct,1833,1,Berlin,2010
1586,,-100%,1586,1586,Sonstige asiatische Länder,Mitte,1586,10,Oct,4544,1,Berlin,2010
641,,-100%,641,641,Sonstige europäische Länder,Mitte,641,10,Oct,1828,1,Berlin,2010
2023,,-100%,2023,2023,Sonstige südamerikanische Länder,Mitte,2023,10,Oct,4766,1,Berlin,2010
7692,,-100%,7692,7692,Spanien,Mitte,7692,10,Oct,23304,1,Berlin,2010
219,,-100%,219,219,Südafrika,Mitte,219,10,Oct,626,1,Berlin,2010
346,,-100%,346,346,Taiwan,Mitte,346,10,Oct,822,1,Berlin,2010
803,,-100%,803,803,Tschechische Republik,Mitte,803,10,Oct,1789,1,Berlin,2010
1241,,-100%,1241,1241,Türkei,Mitte,1241,10,Oct,2468,1,Berlin,2010
305,,-100%,305,305,Ukraine,Mitte,305,10,Oct,818,1,Berlin,2010
472,,-100%,472,472,Ungarn,Mitte,472,10,Oct,1190,1,Berlin,2010
14661,,-100%,14661,14661,Vereinigte Staaten,Mitte,14661,10,Oct,34732,1,Berlin,2010
14046,,-100%,14046,14046,Vereinigtes Königreich,Mitte,14046,10,Oct,34125,1,Berlin,2010
85,,-100%,85,85,Zypern,Mitte,85,10,Oct,248,1,Berlin,2010
11,,-100%,11,11,Arabische Golfstaaten,Neukölln,11,10,Oct,50,1,Berlin,2010
5352,,-100%,5352,5352,Ausland,Neukölln,5352,10,Oct,14589,1,Berlin,2010
30,,-100%,30,30,Australien,Neukölln,30,10,Oct,84,1,Berlin,2010
120,,-100%,120,120,Belgien,Neukölln,120,10,Oct,271,1,Berlin,2010
51,,-100%,51,51,Brasilien,Neukölln,51,10,Oct,130,1,Berlin,2010
8,,-100%,8,8,Bulgarien,Neukölln,8,10,Oct,12,1,Berlin,2010
493,,-100%,493,493,China und Hongkong,Neukölln,493,10,Oct,1055,1,Berlin,2010
129,,-100%,129,129,Dänemark,Neukölln,129,10,Oct,360,1,Berlin,2010
19842,,-100%,19842,19842,Deutschland,Neukölln,19842,10,Oct,40384,1,Berlin,2010
19842,,-100%,19842,19842,Deutschland,Neukölln,19842,10,Oct,40384,1,Berlin,2010
11,,-100%,11,11,Estland,Neukölln,11,10,Oct,21,1,Berlin,2010
45,,-100%,45,45,Finnland,Neukölln,45,10,Oct,113,1,Berlin,2010
119,,-100%,119,119,Frankreich,Neukölln,119,10,Oct,339,1,Berlin,2010
21,,-100%,21,21,Griechenland,Neukölln,21,10,Oct,64,1,Berlin,2010
31,,-100%,31,31,Indien,Neukölln,31,10,Oct,95,1,Berlin,2010
10,,-100%,10,10,Irland,Neukölln,10,10,Oct,34,1,Berlin,2010
15,,-100%,15,15,Island,Neukölln,15,10,Oct,35,1,Berlin,2010
19,,-100%,19,19,Israel,Neukölln,19,10,Oct,105,1,Berlin,2010
152,,-100%,152,152,Italien,Neukölln,152,10,Oct,483,1,Berlin,2010
125,,-100%,125,125,Japan,Neukölln,125,10,Oct,249,1,Berlin,2010
37,,-100%,37,37,Kanada,Neukölln,37,10,Oct,176,1,Berlin,2010
1,,-100%,1,1,Korean. Republik,Neukölln,1,10,Oct,6,1,Berlin,2010
9,,-100%,9,9,Lettland,Neukölln,9,10,Oct,17,1,Berlin,2010
12,,-100%,12,12,Litauen,Neukölln,12,10,Oct,34,1,Berlin,2010
7,,-100%,7,7,Luxemburg,Neukölln,7,10,Oct,15,1,Berlin,2010
10,,-100%,10,10,Mittelamerika und Karibik,Neukölln,10,10,Oct,28,1,Berlin,2010
5,,-100%,5,5,Neuseeland und Ozeanien,Neukölln,5,10,Oct,22,1,Berlin,2010
618,,-100%,618,618,Niederlande,Neukölln,618,10,Oct,1615,1,Berlin,2010
114,,-100%,114,114,Norwegen,Neukölln,114,10,Oct,281,1,Berlin,2010
157,,-100%,157,157,Ohne Angaben des Wohnsitzes,Neukölln,157,10,Oct,348,1,Berlin,2010
179,,-100%,179,179,Österreich,Neukölln,179,10,Oct,497,1,Berlin,2010
206,,-100%,206,206,Polen,Neukölln,206,10,Oct,428,1,Berlin,2010
12,,-100%,12,12,Portugal,Neukölln,12,10,Oct,38,1,Berlin,2010
25,,-100%,25,25,Rumänien,Neukölln,25,10,Oct,59,1,Berlin,2010
123,,-100%,123,123,Russische Föderation,Neukölln,123,10,Oct,328,1,Berlin,2010
141,,-100%,141,141,Schweden,Neukölln,141,10,Oct,321,1,Berlin,2010
188,,-100%,188,188,Schweiz,Neukölln,188,10,Oct,467,1,Berlin,2010
4,,-100%,4,4,Slowakische Republik,Neukölln,4,10,Oct,5,1,Berlin,2010
7,,-100%,7,7,Slowenien,Neukölln,7,10,Oct,24,1,Berlin,2010
11,,-100%,11,11,Sonstige afrikanische Länder,Neukölln,11,10,Oct,41,1,Berlin,2010
58,,-100%,58,58,Sonstige asiatische Länder,Neukölln,58,10,Oct,138,1,Berlin,2010
36,,-100%,36,36,Sonstige europäische Länder,Neukölln,36,10,Oct,68,1,Berlin,2010
13,,-100%,13,13,Sonstige südamerikanische Länder,Neukölln,13,10,Oct,33,1,Berlin,2010
357,,-100%,357,357,Spanien,Neukölln,357,10,Oct,749,1,Berlin,2010
7,,-100%,7,7,Südafrika,Neukölln,7,10,Oct,22,1,Berlin,2010
2,,-100%,2,2,Taiwan,Neukölln,2,10,Oct,8,1,Berlin,2010
136,,-100%,136,136,Tschechische Republik,Neukölln,136,10,Oct,238,1,Berlin,2010
62,,-100%,62,62,Türkei,Neukölln,62,10,Oct,122,1,Berlin,2010
12,,-100%,12,12,Ukraine,Neukölln,12,10,Oct,23,1,Berlin,2010
18,,-100%,18,18,Ungarn,Neukölln,18,10,Oct,49,1,Berlin,2010
1088,,-100%,1088,1088,Vereinigte Staaten,Neukölln,1088,10,Oct,4023,1,Berlin,2010
307,,-100%,307,307,Vereinigtes Königreich,Neukölln,307,10,Oct,866,1,Berlin,2010
29,,-100%,29,29,Arabische Golfstaaten,Pankow,29,10,Oct,143,1,Berlin,2010
16720,,-100%,16720,16720,Ausland,Pankow,16720,10,Oct,46769,1,Berlin,2010
586,,-100%,586,586,Australien,Pankow,586,10,Oct,1740,1,Berlin,2010
223,,-100%,223,223,Belgien,Pankow,223,10,Oct,602,1,Berlin,2010
338,,-100%,338,338,Brasilien,Pankow,338,10,Oct,1076,1,Berlin,2010
14,,-100%,14,14,Bulgarien,Pankow,14,10,Oct,28,1,Berlin,2010
82,,-100%,82,82,China und Hongkong,Pankow,82,10,Oct,214,1,Berlin,2010
1504,,-100%,1504,1504,Dänemark,Pankow,1504,10,Oct,4446,1,Berlin,2010
33446,,-100%,33446,33446,Deutschland,Pankow,33446,10,Oct,75955,1,Berlin,2010
33446,,-100%,33446,33446,Deutschland,Pankow,33446,10,Oct,75955,1,Berlin,2010
32,,-100%,32,32,Estland,Pankow,32,10,Oct,78,1,Berlin,2010
197,,-100%,197,197,Finnland,Pankow,197,10,Oct,647,1,Berlin,2010
1003,,-100%,1003,1003,Frankreich,Pankow,1003,10,Oct,2661,1,Berlin,2010
64,,-100%,64,64,Griechenland,Pankow,64,10,Oct,214,1,Berlin,2010
71,,-100%,71,71,Indien,Pankow,71,10,Oct,136,1,Berlin,2010
238,,-100%,238,238,Irland,Pankow,238,10,Oct,735,1,Berlin,2010
40,,-100%,40,40,Island,Pankow,40,10,Oct,161,1,Berlin,2010
101,,-100%,101,101,Israel,Pankow,101,10,Oct,364,1,Berlin,2010
1040,,-100%,1040,1040,Italien,Pankow,1040,10,Oct,3208,1,Berlin,2010
86,,-100%,86,86,Japan,Pankow,86,10,Oct,200,1,Berlin,2010
303,,-100%,303,303,Kanada,Pankow,303,10,Oct,794,1,Berlin,2010
30,,-100%,30,30,Korean. Republik,Pankow,30,10,Oct,51,1,Berlin,2010
16,,-100%,16,16,Lettland,Pankow,16,10,Oct,34,1,Berlin,2010
33,,-100%,33,33,Litauen,Pankow,33,10,Oct,64,1,Berlin,2010
29,,-100%,29,29,Luxemburg,Pankow,29,10,Oct,69,1,Berlin,2010
7,,-100%,7,7,Malta,Pankow,7,10,Oct,17,1,Berlin,2010
112,,-100%,112,112,Mittelamerika und Karibik,Pankow,112,10,Oct,231,1,Berlin,2010
69,,-100%,69,69,Neuseeland und Ozeanien,Pankow,69,10,Oct,174,1,Berlin,2010
2269,,-100%,2269,2269,Niederlande,Pankow,2269,10,Oct,7062,1,Berlin,2010
290,,-100%,290,290,Norwegen,Pankow,290,10,Oct,759,1,Berlin,2010
512,,-100%,512,512,Ohne Angaben des Wohnsitzes,Pankow,512,10,Oct,1359,1,Berlin,2010
484,,-100%,484,484,Österreich,Pankow,484,10,Oct,1283,1,Berlin,2010
287,,-100%,287,287,Polen,Pankow,287,10,Oct,631,1,Berlin,2010
83,,-100%,83,83,Portugal,Pankow,83,10,Oct,224,1,Berlin,2010
38,,-100%,38,38,Rumänien,Pankow,38,10,Oct,104,1,Berlin,2010
190,,-100%,190,190,Russische Föderation,Pankow,190,10,Oct,552,1,Berlin,2010
538,,-100%,538,538,Schweden,Pankow,538,10,Oct,1309,1,Berlin,2010
869,,-100%,869,869,Schweiz,Pankow,869,10,Oct,2881,1,Berlin,2010
34,,-100%,34,34,Slowakische Republik,Pankow,34,10,Oct,70,1,Berlin,2010
60,,-100%,60,60,Slowenien,Pankow,60,10,Oct,182,1,Berlin,2010
27,,-100%,27,27,Sonstige afrikanische Länder,Pankow,27,10,Oct,68,1,Berlin,2010
140,,-100%,140,140,Sonstige asiatische Länder,Pankow,140,10,Oct,325,1,Berlin,2010
89,,-100%,89,89,Sonstige europäische Länder,Pankow,89,10,Oct,257,1,Berlin,2010
178,,-100%,178,178,Sonstige südamerikanische Länder,Pankow,178,10,Oct,467,1,Berlin,2010
831,,-100%,831,831,Spanien,Pankow,831,10,Oct,2613,1,Berlin,2010
47,,-100%,47,47,Südafrika,Pankow,47,10,Oct,153,1,Berlin,2010
5,,-100%,5,5,Taiwan,Pankow,5,10,Oct,10,1,Berlin,2010
191,,-100%,191,191,Tschechische Republik,Pankow,191,10,Oct,465,1,Berlin,2010
78,,-100%,78,78,Türkei,Pankow,78,10,Oct,189,1,Berlin,2010
20,,-100%,20,20,Ukraine,Pankow,20,10,Oct,48,1,Berlin,2010
100,,-100%,100,100,Ungarn,Pankow,100,10,Oct,241,1,Berlin,2010
1001,,-100%,1001,1001,Vereinigte Staaten,Pankow,1001,10,Oct,2345,1,Berlin,2010
2105,,-100%,2105,2105,Vereinigtes Königreich,Pankow,2105,10,Oct,5025,1,Berlin,2010
7,,-100%,7,7,Zypern,Pankow,7,10,Oct,60,1,Berlin,2010
