Calculation1,Max Highlight Label,Compared to 2010,Min,Max,Country of Origin,County/District,Guests,Mo,Month,Nights,Number of Records,State,Year
1059,,-100%,1059,1059,China und Hongkong,Lichtenberg,1059,7,Jul,2018,1,Berlin,2014
869,,-100%,869,869,Dänemark,Lichtenberg,869,7,Jul,2354,1,Berlin,2014
26841,,-100%,26841,26841,Deutschland,Lichtenberg,26841,7,Jul,67367,1,Berlin,2014
26841,,-100%,26841,26841,Deutschland,Lichtenberg,26841,7,Jul,67367,1,Berlin,2014
42,,-100%,42,42,Estland,Lichtenberg,42,7,Jul,70,1,Berlin,2014
106,,-100%,106,106,Finnland,Lichtenberg,106,7,Jul,325,1,Berlin,2014
322,,-100%,322,322,Frankreich,Lichtenberg,322,7,Jul,900,1,Berlin,2014
52,,-100%,52,52,Griechenland,Lichtenberg,52,7,Jul,95,1,Berlin,2014
66,,-100%,66,66,Indien,Lichtenberg,66,7,Jul,109,1,Berlin,2014
30,,-100%,30,30,Irland,Lichtenberg,30,7,Jul,93,1,Berlin,2014
1,,-100%,1,1,Island,Lichtenberg,1,7,Jul,1,1,Berlin,2014
209,,-100%,209,209,Israel,Lichtenberg,209,7,Jul,790,1,Berlin,2014
366,,-100%,366,366,Italien,Lichtenberg,366,7,Jul,1259,1,Berlin,2014
552,,-100%,552,552,Japan,Lichtenberg,552,7,Jul,777,1,Berlin,2014
51,,-100%,51,51,Kanada,Lichtenberg,51,7,Jul,133,1,Berlin,2014
40,,-100%,40,40,Korean. Republik,Lichtenberg,40,7,Jul,75,1,Berlin,2014
3,,-100%,3,3,Kroatien,Lichtenberg,3,7,Jul,6,1,Berlin,2014
56,,-100%,56,56,Lettland,Lichtenberg,56,7,Jul,112,1,Berlin,2014
16,,-100%,16,16,Litauen,Lichtenberg,16,7,Jul,23,1,Berlin,2014
10,,-100%,10,10,Luxemburg,Lichtenberg,10,7,Jul,26,1,Berlin,2014
32,,-100%,32,32,Malta,Lichtenberg,32,7,Jul,96,1,Berlin,2014
13,,-100%,13,13,Mittelamerika und Karibik,Lichtenberg,13,7,Jul,37,1,Berlin,2014
21,,-100%,21,21,Neuseeland und Ozeanien,Lichtenberg,21,7,Jul,48,1,Berlin,2014
1385,,-100%,1385,1385,Niederlande,Lichtenberg,1385,7,Jul,4083,1,Berlin,2014
155,,-100%,155,155,Norwegen,Lichtenberg,155,7,Jul,410,1,Berlin,2014
97,,-100%,97,97,Ohne Angaben des Wohnsitzes,Lichtenberg,97,7,Jul,248,1,Berlin,2014
366,,-100%,366,366,Österreich,Lichtenberg,366,7,Jul,883,1,Berlin,2014
657,,-100%,657,657,Polen,Lichtenberg,657,7,Jul,1218,1,Berlin,2014
22,,-100%,22,22,Portugal,Lichtenberg,22,7,Jul,247,1,Berlin,2014
348,,-100%,348,348,Rumänien,Lichtenberg,348,7,Jul,504,1,Berlin,2014
561,,-100%,561,561,Russische Föderation,Lichtenberg,561,7,Jul,1265,1,Berlin,2014
369,,-100%,369,369,Schweden,Lichtenberg,369,7,Jul,772,1,Berlin,2014
209,,-100%,209,209,Schweiz,Lichtenberg,209,7,Jul,600,1,Berlin,2014
52,,-100%,52,52,Slowakische Republik,Lichtenberg,52,7,Jul,124,1,Berlin,2014
16,,-100%,16,16,Slowenien,Lichtenberg,16,7,Jul,29,1,Berlin,2014
49,,-100%,49,49,Sonstige afrikanische Länder,Lichtenberg,49,7,Jul,241,1,Berlin,2014
81,,-100%,81,81,Sonstige asiatische Länder,Lichtenberg,81,7,Jul,170,1,Berlin,2014
475,,-100%,475,475,Sonstige europäische Länder,Lichtenberg,475,7,Jul,1064,1,Berlin,2014
2,,-100%,2,2,Sonstige nordamerikanische Länder,Lichtenberg,2,7,Jul,2,1,Berlin,2014
31,,-100%,31,31,Sonstige südamerikanische Länder,Lichtenberg,31,7,Jul,85,1,Berlin,2014
981,,-100%,981,981,Spanien,Lichtenberg,981,7,Jul,2403,1,Berlin,2014
79,,-100%,79,79,Südafrika,Lichtenberg,79,7,Jul,145,1,Berlin,2014
15,,-100%,15,15,Taiwan,Lichtenberg,15,7,Jul,27,1,Berlin,2014
122,,-100%,122,122,Tschechische Republik,Lichtenberg,122,7,Jul,245,1,Berlin,2014
269,,-100%,269,269,Türkei,Lichtenberg,269,7,Jul,563,1,Berlin,2014
86,,-100%,86,86,Ukraine,Lichtenberg,86,7,Jul,158,1,Berlin,2014
64,,-100%,64,64,Ungarn,Lichtenberg,64,7,Jul,183,1,Berlin,2014
883,,-100%,883,883,Vereinigte Staaten,Lichtenberg,883,7,Jul,1815,1,Berlin,2014
1304,,-100%,1304,1304,Vereinigtes Königreich,Lichtenberg,1304,7,Jul,3094,1,Berlin,2014
2,,-100%,2,2,Zypern,Lichtenberg,2,7,Jul,12,1,Berlin,2014
2,,-100%,2,2,Arabische Golfstaaten,Marzahn-Hellersdorf,2,7,Jul,2,1,Berlin,2014
1841,,-100%,1841,1841,Ausland,Marzahn-Hellersdorf,1841,7,Jul,5837,1,Berlin,2014
48,,-100%,48,48,Australien,Marzahn-Hellersdorf,48,7,Jul,104,1,Berlin,2014
30,,-100%,30,30,Belgien,Marzahn-Hellersdorf,30,7,Jul,88,1,Berlin,2014
16,,-100%,16,16,Brasilien,Marzahn-Hellersdorf,16,7,Jul,36,1,Berlin,2014
38,,-100%,38,38,Bulgarien,Marzahn-Hellersdorf,38,7,Jul,98,1,Berlin,2014
18,,-100%,18,18,China und Hongkong,Marzahn-Hellersdorf,18,7,Jul,29,1,Berlin,2014
167,,-100%,167,167,Dänemark,Marzahn-Hellersdorf,167,7,Jul,362,1,Berlin,2014
5894,,-100%,5894,5894,Deutschland,Marzahn-Hellersdorf,5894,7,Jul,16961,1,Berlin,2014
5894,,-100%,5894,5894,Deutschland,Marzahn-Hellersdorf,5894,7,Jul,16961,1,Berlin,2014
17,,-100%,17,17,Estland,Marzahn-Hellersdorf,17,7,Jul,42,1,Berlin,2014
31,,-100%,31,31,Finnland,Marzahn-Hellersdorf,31,7,Jul,64,1,Berlin,2014
60,,-100%,60,60,Frankreich,Marzahn-Hellersdorf,60,7,Jul,129,1,Berlin,2014
8,,-100%,8,8,Griechenland,Marzahn-Hellersdorf,8,7,Jul,14,1,Berlin,2014
9,,-100%,9,9,Indien,Marzahn-Hellersdorf,9,7,Jul,22,1,Berlin,2014
5,,-100%,5,5,Irland,Marzahn-Hellersdorf,5,7,Jul,14,1,Berlin,2014
2,,-100%,2,2,Israel,Marzahn-Hellersdorf,2,7,Jul,12,1,Berlin,2014
119,,-100%,119,119,Italien,Marzahn-Hellersdorf,119,7,Jul,385,1,Berlin,2014
1,,-100%,1,1,Japan,Marzahn-Hellersdorf,1,7,Jul,8,1,Berlin,2014
2,,-100%,2,2,Kanada,Marzahn-Hellersdorf,2,7,Jul,2,1,Berlin,2014
3,,-100%,3,3,Korean. Republik,Marzahn-Hellersdorf,3,7,Jul,5,1,Berlin,2014
3,,-100%,3,3,Kroatien,Marzahn-Hellersdorf,3,7,Jul,18,1,Berlin,2014
12,,-100%,12,12,Lettland,Marzahn-Hellersdorf,12,7,Jul,18,1,Berlin,2014
23,,-100%,23,23,Litauen,Marzahn-Hellersdorf,23,7,Jul,45,1,Berlin,2014
1,,-100%,1,1,Luxemburg,Marzahn-Hellersdorf,1,7,Jul,1,1,Berlin,2014
5,,-100%,5,5,Mittelamerika und Karibik,Marzahn-Hellersdorf,5,7,Jul,27,1,Berlin,2014
13,,-100%,13,13,Neuseeland und Ozeanien,Marzahn-Hellersdorf,13,7,Jul,28,1,Berlin,2014
134,,-100%,134,134,Niederlande,Marzahn-Hellersdorf,134,7,Jul,313,1,Berlin,2014
12,,-100%,12,12,Norwegen,Marzahn-Hellersdorf,12,7,Jul,56,1,Berlin,2014
60,,-100%,60,60,Ohne Angaben des Wohnsitzes,Marzahn-Hellersdorf,60,7,Jul,149,1,Berlin,2014
50,,-100%,50,50,Österreich,Marzahn-Hellersdorf,50,7,Jul,134,1,Berlin,2014
290,,-100%,290,290,Polen,Marzahn-Hellersdorf,290,7,Jul,1591,1,Berlin,2014
1,,-100%,1,1,Portugal,Marzahn-Hellersdorf,1,7,Jul,2,1,Berlin,2014
66,,-100%,66,66,Rumänien,Marzahn-Hellersdorf,66,7,Jul,597,1,Berlin,2014
71,,-100%,71,71,Russische Föderation,Marzahn-Hellersdorf,71,7,Jul,166,1,Berlin,2014
65,,-100%,65,65,Schweden,Marzahn-Hellersdorf,65,7,Jul,128,1,Berlin,2014
19,,-100%,19,19,Schweiz,Marzahn-Hellersdorf,19,7,Jul,70,1,Berlin,2014
6,,-100%,6,6,Slowakische Republik,Marzahn-Hellersdorf,6,7,Jul,9,1,Berlin,2014
6,,-100%,6,6,Slowenien,Marzahn-Hellersdorf,6,7,Jul,6,1,Berlin,2014
5,,-100%,5,5,Sonstige afrikanische Länder,Marzahn-Hellersdorf,5,7,Jul,10,1,Berlin,2014
19,,-100%,19,19,Sonstige asiatische Länder,Marzahn-Hellersdorf,19,7,Jul,44,1,Berlin,2014
17,,-100%,17,17,Sonstige europäische Länder,Marzahn-Hellersdorf,17,7,Jul,31,1,Berlin,2014
6,,-100%,6,6,Sonstige nordamerikanische Länder,Marzahn-Hellersdorf,6,7,Jul,9,1,Berlin,2014
13,,-100%,13,13,Sonstige südamerikanische Länder,Marzahn-Hellersdorf,13,7,Jul,19,1,Berlin,2014
119,,-100%,119,119,Spanien,Marzahn-Hellersdorf,119,7,Jul,296,1,Berlin,2014
3,,-100%,3,3,Taiwan,Marzahn-Hellersdorf,3,7,Jul,4,1,Berlin,2014
44,,-100%,44,44,Tschechische Republik,Marzahn-Hellersdorf,44,7,Jul,83,1,Berlin,2014
10,,-100%,10,10,Türkei,Marzahn-Hellersdorf,10,7,Jul,22,1,Berlin,2014
31,,-100%,31,31,Ukraine,Marzahn-Hellersdorf,31,7,Jul,115,1,Berlin,2014
13,,-100%,13,13,Ungarn,Marzahn-Hellersdorf,13,7,Jul,55,1,Berlin,2014
61,,-100%,61,61,Vereinigte Staaten,Marzahn-Hellersdorf,61,7,Jul,157,1,Berlin,2014
87,,-100%,87,87,Vereinigtes Königreich,Marzahn-Hellersdorf,87,7,Jul,218,1,Berlin,2014
1551,,-100%,1551,1551,Arabische Golfstaaten,Mitte,1551,7,Jul,5210,1,Berlin,2014
213602,,-98%,213602,213602,Ausland,Mitte,213602,7,Jul,593051,1,Berlin,2014
8810,,-100%,8810,8810,Australien,Mitte,8810,7,Jul,26395,1,Berlin,2014
3921,,-100%,3921,3921,Belgien,Mitte,3921,7,Jul,11288,1,Berlin,2014
4262,,-100%,4262,4262,Brasilien,Mitte,4262,7,Jul,13904,1,Berlin,2014
520,,-100%,520,520,Bulgarien,Mitte,520,7,Jul,1319,1,Berlin,2014
4110,,-100%,4110,4110,China und Hongkong,Mitte,4110,7,Jul,9386,1,Berlin,2014
11589,,-100%,11589,11589,Dänemark,Mitte,11589,7,Jul,33355,1,Berlin,2014
223479,,-98%,223479,223479,Deutschland,Mitte,223479,7,Jul,519314,1,Berlin,2014
223479,,-98%,223479,223479,Deutschland,Mitte,223479,7,Jul,519314,1,Berlin,2014
342,,-100%,342,342,Estland,Mitte,342,7,Jul,913,1,Berlin,2014
4055,,-100%,4055,4055,Finnland,Mitte,4055,7,Jul,12805,1,Berlin,2014
8423,,-100%,8423,8423,Frankreich,Mitte,8423,7,Jul,23477,1,Berlin,2014
889,,-100%,889,889,Griechenland,Mitte,889,7,Jul,2943,1,Berlin,2014
819,,-100%,819,819,Indien,Mitte,819,7,Jul,2234,1,Berlin,2014
2995,,-100%,2995,2995,Irland,Mitte,2995,7,Jul,8625,1,Berlin,2014
308,,-100%,308,308,Island,Mitte,308,7,Jul,1113,1,Berlin,2014
5055,,-100%,5055,5055,Israel,Mitte,5055,7,Jul,17404,1,Berlin,2014
11156,,-100%,11156,11156,Italien,Mitte,11156,7,Jul,34668,1,Berlin,2014
2061,,-100%,2061,2061,Japan,Mitte,2061,7,Jul,5094,1,Berlin,2014
3066,,-100%,3066,3066,Kanada,Mitte,3066,7,Jul,9010,1,Berlin,2014
1320,,-100%,1320,1320,Korean. Republik,Mitte,1320,7,Jul,3007,1,Berlin,2014
273,,-100%,273,273,Kroatien,Mitte,273,7,Jul,747,1,Berlin,2014
280,,-100%,280,280,Lettland,Mitte,280,7,Jul,584,1,Berlin,2014
274,,-100%,274,274,Litauen,Mitte,274,7,Jul,598,1,Berlin,2014
594,,-100%,594,594,Luxemburg,Mitte,594,7,Jul,1693,1,Berlin,2014
66,,-100%,66,66,Malta,Mitte,66,7,Jul,222,1,Berlin,2014
2376,,-100%,2376,2376,Mittelamerika und Karibik,Mitte,2376,7,Jul,5825,1,Berlin,2014
999,,-100%,999,999,Neuseeland und Ozeanien,Mitte,999,7,Jul,2474,1,Berlin,2014
9796,,-100%,9796,9796,Niederlande,Mitte,9796,7,Jul,24920,1,Berlin,2014
5633,,-100%,5633,5633,Norwegen,Mitte,5633,7,Jul,16160,1,Berlin,2014
8656,,-100%,8656,8656,Ohne Angaben des Wohnsitzes,Mitte,8656,7,Jul,20066,1,Berlin,2014
5401,,-100%,5401,5401,Österreich,Mitte,5401,7,Jul,13682,1,Berlin,2014
3420,,-100%,3420,3420,Polen,Mitte,3420,7,Jul,6432,1,Berlin,2014
1056,,-100%,1056,1056,Portugal,Mitte,1056,7,Jul,2896,1,Berlin,2014
468,,-100%,468,468,Rumänien,Mitte,468,7,Jul,1297,1,Berlin,2014
4782,,-100%,4782,4782,Russische Föderation,Mitte,4782,7,Jul,11825,1,Berlin,2014
9818,,-100%,9818,9818,Schweden,Mitte,9818,7,Jul,24700,1,Berlin,2014
11568,,-100%,11568,11568,Schweiz,Mitte,11568,7,Jul,31536,1,Berlin,2014
269,,-100%,269,269,Slowakische Republik,Mitte,269,7,Jul,644,1,Berlin,2014
193,,-100%,193,193,Slowenien,Mitte,193,7,Jul,543,1,Berlin,2014
755,,-100%,755,755,Sonstige afrikanische Länder,Mitte,755,7,Jul,2236,1,Berlin,2014
2700,,-100%,2700,2700,Sonstige asiatische Länder,Mitte,2700,7,Jul,6896,1,Berlin,2014
1010,,-100%,1010,1010,Sonstige europäische Länder,Mitte,1010,7,Jul,3015,1,Berlin,2014
446,,-100%,446,446,Sonstige nordamerikanische Länder,Mitte,446,7,Jul,1176,1,Berlin,2014
4230,,-100%,4230,4230,Sonstige südamerikanische Länder,Mitte,4230,7,Jul,12461,1,Berlin,2014
11877,,-100%,11877,11877,Spanien,Mitte,11877,7,Jul,38988,1,Berlin,2014
387,,-100%,387,387,Südafrika,Mitte,387,7,Jul,1324,1,Berlin,2014
657,,-100%,657,657,Taiwan,Mitte,657,7,Jul,1610,1,Berlin,2014
1002,,-100%,1002,1002,Tschechische Republik,Mitte,1002,7,Jul,2049,1,Berlin,2014
1541,,-100%,1541,1541,Türkei,Mitte,1541,7,Jul,3916,1,Berlin,2014
426,,-100%,426,426,Ukraine,Mitte,426,7,Jul,1227,1,Berlin,2014
598,,-100%,598,598,Ungarn,Mitte,598,7,Jul,1748,1,Berlin,2014
24574,,-100%,24574,24574,Vereinigte Staaten,Mitte,24574,7,Jul,66514,1,Berlin,2014
22075,,-100%,22075,22075,Vereinigtes Königreich,Mitte,22075,7,Jul,60294,1,Berlin,2014
150,,-100%,150,150,Zypern,Mitte,150,7,Jul,603,1,Berlin,2014
53,,-100%,53,53,Arabische Golfstaaten,Neukölln,53,7,Jul,187,1,Berlin,2014
9724,,-100%,9724,9724,Ausland,Neukölln,9724,7,Jul,26913,1,Berlin,2014
157,,-100%,157,157,Australien,Neukölln,157,7,Jul,468,1,Berlin,2014
326,,-100%,326,326,Belgien,Neukölln,326,7,Jul,1166,1,Berlin,2014
58,,-100%,58,58,Brasilien,Neukölln,58,7,Jul,210,1,Berlin,2014
36,,-100%,36,36,Bulgarien,Neukölln,36,7,Jul,87,1,Berlin,2014
660,,-100%,660,660,China und Hongkong,Neukölln,660,7,Jul,1865,1,Berlin,2014
299,,-100%,299,299,Dänemark,Neukölln,299,7,Jul,836,1,Berlin,2014
18869,,-100%,18869,18869,Deutschland,Neukölln,18869,7,Jul,43797,1,Berlin,2014
18869,,-100%,18869,18869,Deutschland,Neukölln,18869,7,Jul,43797,1,Berlin,2014
15,,-100%,15,15,Estland,Neukölln,15,7,Jul,23,1,Berlin,2014
248,,-100%,248,248,Finnland,Neukölln,248,7,Jul,608,1,Berlin,2014
394,,-100%,394,394,Frankreich,Neukölln,394,7,Jul,1257,1,Berlin,2014
48,,-100%,48,48,Griechenland,Neukölln,48,7,Jul,111,1,Berlin,2014
25,,-100%,25,25,Indien,Neukölln,25,7,Jul,91,1,Berlin,2014
53,,-100%,53,53,Irland,Neukölln,53,7,Jul,152,1,Berlin,2014
9,,-100%,9,9,Island,Neukölln,9,7,Jul,11,1,Berlin,2014
90,,-100%,90,90,Israel,Neukölln,90,7,Jul,399,1,Berlin,2014
413,,-100%,413,413,Italien,Neukölln,413,7,Jul,1330,1,Berlin,2014
334,,-100%,334,334,Japan,Neukölln,334,7,Jul,605,1,Berlin,2014
84,,-100%,84,84,Kanada,Neukölln,84,7,Jul,258,1,Berlin,2014
15,,-100%,15,15,Korean. Republik,Neukölln,15,7,Jul,35,1,Berlin,2014
12,,-100%,12,12,Kroatien,Neukölln,12,7,Jul,34,1,Berlin,2014
35,,-100%,35,35,Lettland,Neukölln,35,7,Jul,78,1,Berlin,2014
18,,-100%,18,18,Litauen,Neukölln,18,7,Jul,40,1,Berlin,2014
5,,-100%,5,5,Luxemburg,Neukölln,5,7,Jul,12,1,Berlin,2014
11,,-100%,11,11,Malta,Neukölln,11,7,Jul,45,1,Berlin,2014
42,,-100%,42,42,Mittelamerika und Karibik,Neukölln,42,7,Jul,79,1,Berlin,2014
17,,-100%,17,17,Neuseeland und Ozeanien,Neukölln,17,7,Jul,45,1,Berlin,2014
969,,-100%,969,969,Niederlande,Neukölln,969,7,Jul,2963,1,Berlin,2014
123,,-100%,123,123,Norwegen,Neukölln,123,7,Jul,282,1,Berlin,2014
1624,,-100%,1624,1624,Ohne Angaben des Wohnsitzes,Neukölln,1624,7,Jul,3664,1,Berlin,2014
255,,-100%,255,255,Österreich,Neukölln,255,7,Jul,644,1,Berlin,2014
338,,-100%,338,338,Polen,Neukölln,338,7,Jul,756,1,Berlin,2014
38,,-100%,38,38,Portugal,Neukölln,38,7,Jul,113,1,Berlin,2014
21,,-100%,21,21,Rumänien,Neukölln,21,7,Jul,41,1,Berlin,2014
231,,-100%,231,231,Russische Föderation,Neukölln,231,7,Jul,625,1,Berlin,2014
314,,-100%,314,314,Schweden,Neukölln,314,7,Jul,856,1,Berlin,2014
260,,-100%,260,260,Schweiz,Neukölln,260,7,Jul,808,1,Berlin,2014
11,,-100%,11,11,Slowakische Republik,Neukölln,11,7,Jul,26,1,Berlin,2014
16,,-100%,16,16,Slowenien,Neukölln,16,7,Jul,49,1,Berlin,2014
32,,-100%,32,32,Sonstige afrikanische Länder,Neukölln,32,7,Jul,106,1,Berlin,2014
88,,-100%,88,88,Sonstige asiatische Länder,Neukölln,88,7,Jul,215,1,Berlin,2014
51,,-100%,51,51,Sonstige europäische Länder,Neukölln,51,7,Jul,151,1,Berlin,2014
21,,-100%,21,21,Sonstige nordamerikanische Länder,Neukölln,21,7,Jul,41,1,Berlin,2014
113,,-100%,113,113,Sonstige südamerikanische Länder,Neukölln,113,7,Jul,249,1,Berlin,2014
218,,-100%,218,218,Spanien,Neukölln,218,7,Jul,762,1,Berlin,2014
84,,-100%,84,84,Südafrika,Neukölln,84,7,Jul,205,1,Berlin,2014
5,,-100%,5,5,Taiwan,Neukölln,5,7,Jul,7,1,Berlin,2014
138,,-100%,138,138,Tschechische Republik,Neukölln,138,7,Jul,431,1,Berlin,2014
67,,-100%,67,67,Türkei,Neukölln,67,7,Jul,143,1,Berlin,2014
22,,-100%,22,22,Ukraine,Neukölln,22,7,Jul,163,1,Berlin,2014
25,,-100%,25,25,Ungarn,Neukölln,25,7,Jul,63,1,Berlin,2014
485,,-100%,485,485,Vereinigte Staaten,Neukölln,485,7,Jul,1632,1,Berlin,2014
717,,-100%,717,717,Vereinigtes Königreich,Neukölln,717,7,Jul,1882,1,Berlin,2014
1,,-100%,1,1,Zypern,Neukölln,1,7,Jul,4,1,Berlin,2014
66,,-100%,66,66,Arabische Golfstaaten,Pankow,66,7,Jul,283,1,Berlin,2014
22159,,-100%,22159,22159,Ausland,Pankow,22159,7,Jul,67771,1,Berlin,2014
536,,-100%,536,536,Australien,Pankow,536,7,Jul,1610,1,Berlin,2014
330,,-100%,330,330,Belgien,Pankow,330,7,Jul,919,1,Berlin,2014
276,,-100%,276,276,Brasilien,Pankow,276,7,Jul,918,1,Berlin,2014
11,,-100%,11,11,Bulgarien,Pankow,11,7,Jul,41,1,Berlin,2014
308,,-100%,308,308,China und Hongkong,Pankow,308,7,Jul,630,1,Berlin,2014
1700,,-100%,1700,1700,Dänemark,Pankow,1700,7,Jul,5483,1,Berlin,2014
26001,,-100%,26001,26001,Deutschland,Pankow,26001,7,Jul,72646,1,Berlin,2014
26001,,-100%,26001,26001,Deutschland,Pankow,26001,7,Jul,72646,1,Berlin,2014
26,,-100%,26,26,Estland,Pankow,26,7,Jul,59,1,Berlin,2014
327,,-100%,327,327,Finnland,Pankow,327,7,Jul,1217,1,Berlin,2014
905,,-100%,905,905,Frankreich,Pankow,905,7,Jul,2868,1,Berlin,2014
47,,-100%,47,47,Griechenland,Pankow,47,7,Jul,194,1,Berlin,2014
47,,-100%,47,47,Indien,Pankow,47,7,Jul,158,1,Berlin,2014
441,,-100%,441,441,Irland,Pankow,441,7,Jul,1197,1,Berlin,2014
37,,-100%,37,37,Island,Pankow,37,7,Jul,126,1,Berlin,2014
226,,-100%,226,226,Israel,Pankow,226,7,Jul,783,1,Berlin,2014
1081,,-100%,1081,1081,Italien,Pankow,1081,7,Jul,3834,1,Berlin,2014
68,,-100%,68,68,Japan,Pankow,68,7,Jul,196,1,Berlin,2014
277,,-100%,277,277,Kanada,Pankow,277,7,Jul,864,1,Berlin,2014
93,,-100%,93,93,Korean. Republik,Pankow,93,7,Jul,201,1,Berlin,2014
34,,-100%,34,34,Kroatien,Pankow,34,7,Jul,98,1,Berlin,2014
21,,-100%,21,21,Lettland,Pankow,21,7,Jul,56,1,Berlin,2014
30,,-100%,30,30,Litauen,Pankow,30,7,Jul,51,1,Berlin,2014
36,,-100%,36,36,Luxemburg,Pankow,36,7,Jul,108,1,Berlin,2014
5,,-100%,5,5,Malta,Pankow,5,7,Jul,18,1,Berlin,2014
137,,-100%,137,137,Mittelamerika und Karibik,Pankow,137,7,Jul,373,1,Berlin,2014
53,,-100%,53,53,Neuseeland und Ozeanien,Pankow,53,7,Jul,143,1,Berlin,2014
1338,,-100%,1338,1338,Niederlande,Pankow,1338,7,Jul,4084,1,Berlin,2014
505,,-100%,505,505,Norwegen,Pankow,505,7,Jul,1537,1,Berlin,2014
3469,,-100%,3469,3469,Ohne Angaben des Wohnsitzes,Pankow,3469,7,Jul,11046,1,Berlin,2014
469,,-100%,469,469,Österreich,Pankow,469,7,Jul,1356,1,Berlin,2014
438,,-100%,438,438,Polen,Pankow,438,7,Jul,1088,1,Berlin,2014
73,,-100%,73,73,Portugal,Pankow,73,7,Jul,153,1,Berlin,2014
29,,-100%,29,29,Rumänien,Pankow,29,7,Jul,70,1,Berlin,2014
365,,-100%,365,365,Russische Föderation,Pankow,365,7,Jul,1076,1,Berlin,2014
875,,-100%,875,875,Schweden,Pankow,875,7,Jul,2424,1,Berlin,2014
845,,-100%,845,845,Schweiz,Pankow,845,7,Jul,2593,1,Berlin,2014
26,,-100%,26,26,Slowakische Republik,Pankow,26,7,Jul,61,1,Berlin,2014
19,,-100%,19,19,Slowenien,Pankow,19,7,Jul,42,1,Berlin,2014
52,,-100%,52,52,Sonstige afrikanische Länder,Pankow,52,7,Jul,264,1,Berlin,2014
162,,-100%,162,162,Sonstige asiatische Länder,Pankow,162,7,Jul,552,1,Berlin,2014
224,,-100%,224,224,Sonstige europäische Länder,Pankow,224,7,Jul,940,1,Berlin,2014
9,,-100%,9,9,Sonstige nordamerikanische Länder,Pankow,9,7,Jul,28,1,Berlin,2014
223,,-100%,223,223,Sonstige südamerikanische Länder,Pankow,223,7,Jul,693,1,Berlin,2014
818,,-100%,818,818,Spanien,Pankow,818,7,Jul,2891,1,Berlin,2014
46,,-100%,46,46,Südafrika,Pankow,46,7,Jul,100,1,Berlin,2014
47,,-100%,47,47,Taiwan,Pankow,47,7,Jul,114,1,Berlin,2014
115,,-100%,115,115,Tschechische Republik,Pankow,115,7,Jul,388,1,Berlin,2014
125,,-100%,125,125,Türkei,Pankow,125,7,Jul,406,1,Berlin,2014
34,,-100%,34,34,Ukraine,Pankow,34,7,Jul,79,1,Berlin,2014
102,,-100%,102,102,Ungarn,Pankow,102,7,Jul,338,1,Berlin,2014
1663,,-100%,1663,1663,Vereinigte Staaten,Pankow,1663,7,Jul,5314,1,Berlin,2014
2969,,-100%,2969,2969,Vereinigtes Königreich,Pankow,2969,7,Jul,7704,1,Berlin,2014
1,,-100%,1,1,Zypern,Pankow,1,7,Jul,2,1,Berlin,2014
77,,-100%,77,77,Arabische Golfstaaten,Reinickendorf,77,7,Jul,541,1,Berlin,2014
7468,,-100%,7468,7468,Ausland,Reinickendorf,7468,7,Jul,14624,1,Berlin,2014
85,,-100%,85,85,Australien,Reinickendorf,85,7,Jul,127,1,Berlin,2014
113,,-100%,113,113,Belgien,Reinickendorf,113,7,Jul,235,1,Berlin,2014
55,,-100%,55,55,Brasilien,Reinickendorf,55,7,Jul,90,1,Berlin,2014
12,,-100%,12,12,Bulgarien,Reinickendorf,12,7,Jul,23,1,Berlin,2014
206,,-100%,206,206,China und Hongkong,Reinickendorf,206,7,Jul,270,1,Berlin,2014
285,,-100%,285,285,Dänemark,Reinickendorf,285,7,Jul,633,1,Berlin,2014
19140,,-100%,19140,19140,Deutschland,Reinickendorf,19140,7,Jul,45867,1,Berlin,2014
19140,,-100%,19140,19140,Deutschland,Reinickendorf,19140,7,Jul,45867,1,Berlin,2014
19,,-100%,19,19,Estland,Reinickendorf,19,7,Jul,21,1,Berlin,2014
71,,-100%,71,71,Finnland,Reinickendorf,71,7,Jul,149,1,Berlin,2014
431,,-100%,431,431,Frankreich,Reinickendorf,431,7,Jul,781,1,Berlin,2014
31,,-100%,31,31,Griechenland,Reinickendorf,31,7,Jul,54,1,Berlin,2014
43,,-100%,43,43,Indien,Reinickendorf,43,7,Jul,74,1,Berlin,2014
21,,-100%,21,21,Irland,Reinickendorf,21,7,Jul,38,1,Berlin,2014
10,,-100%,10,10,Island,Reinickendorf,10,7,Jul,13,1,Berlin,2014
91,,-100%,91,91,Israel,Reinickendorf,91,7,Jul,215,1,Berlin,2014
384,,-100%,384,384,Italien,Reinickendorf,384,7,Jul,819,1,Berlin,2014
59,,-100%,59,59,Japan,Reinickendorf,59,7,Jul,88,1,Berlin,2014
116,,-100%,116,116,Kanada,Reinickendorf,116,7,Jul,174,1,Berlin,2014
14,,-100%,14,14,Korean. Republik,Reinickendorf,14,7,Jul,27,1,Berlin,2014
7,,-100%,7,7,Kroatien,Reinickendorf,7,7,Jul,14,1,Berlin,2014
31,,-100%,31,31,Lettland,Reinickendorf,31,7,Jul,47,1,Berlin,2014
5,,-100%,5,5,Litauen,Reinickendorf,5,7,Jul,7,1,Berlin,2014
19,,-100%,19,19,Luxemburg,Reinickendorf,19,7,Jul,30,1,Berlin,2014
2,,-100%,2,2,Malta,Reinickendorf,2,7,Jul,3,1,Berlin,2014
49,,-100%,49,49,Mittelamerika und Karibik,Reinickendorf,49,7,Jul,67,1,Berlin,2014
